date;datetime;cash_type;coffee_name;amount_final
16/06/2024;2024-06-16 10:58:41.366;card;Latte;37,72
16/06/2024;2024-06-16 11:00:38.191;card;Hot Chocolate;37,72
16/06/2024;2024-06-16 11:01:41.488;card;Hot Chocolate;37,72
16/06/2024;2024-06-16 12:49:27.624;card;Americano with Milk;32,82
16/06/2024;2024-06-16 14:00:38.992;card;Espresso;23,02
16/06/2024;2024-06-16 15:02:36.332;card;Americano with Milk;32,82
16/06/2024;2024-06-16 15:05:10.421;card;Americano with Milk;32,82
16/06/2024;2024-06-16 15:43:59.593;card;Hot Chocolate;37,72
16/06/2024;2024-06-16 16:47:36.521;card;Hot Chocolate;37,72
16/06/2024;2024-06-16 17:45:17.267;card;Americano with Milk;32,82
16/06/2024;2024-06-16 17:46:16.554;card;Americano with Milk;32,82
17/06/2024;2024-06-17 08:57:24.044;card;Americano;27,92
17/06/2024;2024-06-17 10:12:05.139;card;Cortado;27,92
17/06/2024;2024-06-17 10:13:37.575;card;Cortado;27,92
17/06/2024;2024-06-17 10:55:51.608;card;Cappuccino;37,72
17/06/2024;2024-06-17 14:51:35.381;card;Cappuccino;37,72
17/06/2024;2024-06-17 16:50:13.441;card;Cappuccino;37,72
17/06/2024;2024-06-17 16:51:11.038;card;Cappuccino;37,72
17/06/2024;2024-06-17 16:52:36.336;card;Americano;27,92
17/06/2024;2024-06-17 18:51:19.631;card;Americano;27,92
17/06/2024;2024-06-17 21:16:11.485;card;Americano with Milk;32,82
18/06/2024;2024-06-18 14:04:06.125;card;Americano;27,92
18/06/2024;2024-06-18 14:05:12.313;card;Cappuccino;37,72
18/06/2024;2024-06-18 19:20:40.571;card;Cappuccino;37,72
18/06/2024;2024-06-18 19:21:38.892;card;Cappuccino;37,72
18/06/2024;2024-06-18 20:35:49.497;card;Cortado;27,92
18/06/2024;2024-06-18 21:20:49.526;card;Americano with Milk;32,82
18/06/2024;2024-06-18 21:22:18.518;card;Americano with Milk;32,82
19/06/2024;2024-06-19 07:47:19.833;card;Latte;37,72
19/06/2024;2024-06-19 08:17:54.508;card;Cortado;27,92
19/06/2024;2024-06-19 10:54:00.492;card;Americano;27,92
19/06/2024;2024-06-19 11:11:27.807;card;Latte;37,72
19/06/2024;2024-06-19 11:12:31.412;card;Cocoa;37,72
19/06/2024;2024-06-19 14:21:36.258;card;Americano with Milk;32,82
19/06/2024;2024-06-19 18:28:43.437;card;Cappuccino;37,72
19/06/2024;2024-06-19 18:29:58.961;card;Latte;37,72
19/06/2024;2024-06-19 19:31:31.293;card;Americano with Milk;32,82
19/06/2024;2024-06-19 21:28:59.485;card;Cappuccino;37,72
19/06/2024;2024-06-19 21:30:03.484;card;Americano with Milk;32,82
20/06/2024;2024-06-20 10:50:06.453;card;Latte;37,72
20/06/2024;2024-06-20 18:59:02.082;card;Latte;37,72
20/06/2024;2024-06-20 19:00:00.237;card;Latte;37,72
20/06/2024;2024-06-20 21:39:10.013;card;Latte;37,72
20/06/2024;2024-06-20 21:57:40.554;card;Latte;37,72
20/06/2024;2024-06-20 21:59:17.598;card;Americano with Milk;32,82
21/06/2024;2024-06-21 09:59:55.930;card;Latte;37,72
21/06/2024;2024-06-21 10:01:40.183;card;Americano;27,92
21/06/2024;2024-06-21 13:19:19.416;card;Americano with Milk;32,82
21/06/2024;2024-06-21 13:20:31.513;card;Americano with Milk;32,82
21/06/2024;2024-06-21 18:12:16.064;card;Espresso;23,02
21/06/2024;2024-06-21 19:30:26.651;card;Latte;37,72
21/06/2024;2024-06-21 19:47:06.201;card;Cappuccino;37,72
21/06/2024;2024-06-21 19:48:06.713;card;Cappuccino;37,72
21/06/2024;2024-06-21 19:49:54.505;card;Cappuccino;37,72
21/06/2024;2024-06-21 19:51:00.211;card;Cappuccino;37,72
21/06/2024;2024-06-21 19:52:18.775;card;Americano;27,92
21/06/2024;2024-06-21 19:55:37.142;card;Americano with Milk;32,82
22/06/2024;2024-06-22 08:39:50.273;card;Cortado;27,92
22/06/2024;2024-06-22 09:37:48.779;card;Americano with Milk;32,82
22/06/2024;2024-06-22 12:53:15.541;card;Americano with Milk;32,82
22/06/2024;2024-06-22 15:37:20.137;card;Latte;37,72
22/06/2024;2024-06-22 22:10:22.998;card;Cappuccino;37,72
23/06/2024;2024-06-23 18:12:01.406;card;Americano with Milk;32,82
23/06/2024;2024-06-23 18:13:50.638;card;Americano with Milk;32,82
23/06/2024;2024-06-23 21:06:46.956;card;Cappuccino;37,72
23/06/2024;2024-06-23 21:29:07.823;card;Latte;37,72
23/06/2024;2024-06-23 21:30:36.375;card;Cappuccino;37,72
24/06/2024;2024-06-24 11:44:39.939;card;Americano with Milk;32,82
24/06/2024;2024-06-24 11:49:36.044;card;Cappuccino;37,72
24/06/2024;2024-06-24 11:50:44.080;card;Cappuccino;37,72
24/06/2024;2024-06-24 15:02:28.995;card;Latte;37,72
24/06/2024;2024-06-24 16:46:00.573;card;Cappuccino;37,72
24/06/2024;2024-06-24 16:47:00.409;card;Cappuccino;37,72
25/06/2024;2024-06-25 08:19:24.244;card;Latte;37,72
25/06/2024;2024-06-25 10:28:26.408;card;Americano with Milk;32,82
25/06/2024;2024-06-25 10:29:42.410;card;Americano with Milk;32,82
25/06/2024;2024-06-25 11:34:52.296;card;Cappuccino;37,72
26/06/2024;2024-06-26 09:33:01.706;card;Latte;37,72
26/06/2024;2024-06-26 16:32:29.453;card;Espresso;23,02
26/06/2024;2024-06-26 16:34:01.607;card;Americano;27,92
26/06/2024;2024-06-26 21:21:53.296;card;Latte;37,72
26/06/2024;2024-06-26 21:27:00.807;card;Cappuccino;37,72
26/06/2024;2024-06-26 21:28:14.566;card;Americano with Milk;32,82
27/06/2024;2024-06-27 09:15:43.173;card;Americano with Milk;32,82
27/06/2024;2024-06-27 16:11:48.000;card;Cortado;27,92
27/06/2024;2024-06-27 21:44:03.372;card;Americano with Milk;32,82
27/06/2024;2024-06-27 21:50:31.617;card;Cappuccino;37,72
28/06/2024;2024-06-28 08:08:35.044;card;Cortado;27,92
28/06/2024;2024-06-28 17:51:53.993;card;Espresso;23,02
28/06/2024;2024-06-28 21:50:55.375;card;Americano with Milk;32,82
28/06/2024;2024-06-28 21:52:01.867;card;Latte;37,72
28/06/2024;2024-06-28 22:28:19.976;card;Cappuccino;37,72
29/06/2024;2024-06-29 09:47:10.304;card;Americano with Milk;32,82
29/06/2024;2024-06-29 11:40:19.582;card;Americano with Milk;32,82
29/06/2024;2024-06-29 11:41:26.609;card;Americano with Milk;32,82
29/06/2024;2024-06-29 12:30:24.358;card;Cappuccino;37,72
29/06/2024;2024-06-29 12:31:42.582;card;Cappuccino;37,72
29/06/2024;2024-06-29 17:23:43.583;card;Cappuccino;37,72
29/06/2024;2024-06-29 17:24:52.377;card;Hot Chocolate;37,72
29/06/2024;2024-06-29 21:27:22.449;card;Latte;37,72
30/06/2024;2024-06-30 10:28:09.842;card;Latte;37,72
30/06/2024;2024-06-30 13:05:50.620;card;Espresso;23,02
30/06/2024;2024-06-30 16:54:41.679;card;Hot Chocolate;37,72
30/06/2024;2024-06-30 21:04:09.746;card;Americano with Milk;32,82
1/07/2024;2024-07-01 18:07:26.760;card;Espresso;23,02
1/07/2024;2024-07-01 18:56:51.844;card;Cappuccino;37,72
1/07/2024;2024-07-01 18:57:54.267;card;Cappuccino;37,72
2/07/2024;2024-07-02 10:42:54.057;card;Americano with Milk;32,82
2/07/2024;2024-07-02 10:45:00.617;card;Americano;27,92
2/07/2024;2024-07-02 12:48:05.181;card;Latte;37,72
2/07/2024;2024-07-02 14:03:13.231;card;Americano;27,92
2/07/2024;2024-07-02 16:31:24.337;card;Americano with Milk;32,82
2/07/2024;2024-07-02 22:02:23.576;card;Americano with Milk;32,82
3/07/2024;2024-07-03 13:51:14.935;card;Americano with Milk;32,82
3/07/2024;2024-07-03 16:01:16.554;card;Cappuccino;37,72
3/07/2024;2024-07-03 16:50:25.223;card;Cappuccino;37,72
3/07/2024;2024-07-03 16:53:15.618;card;Americano with Milk;32,82
3/07/2024;2024-07-03 16:54:22.907;card;Americano with Milk;32,82
3/07/2024;2024-07-03 16:55:31.423;card;Latte;37,72
3/07/2024;2024-07-03 16:59:25.580;card;Espresso;23,02
3/07/2024;2024-07-03 17:59:01.827;card;Cappuccino;37,72
3/07/2024;2024-07-03 19:06:09.136;card;Latte;37,72
4/07/2024;2024-07-04 10:26:23.725;card;Americano with Milk;32,82
4/07/2024;2024-07-04 10:27:30.261;card;Americano;27,92
5/07/2024;2024-07-05 12:20:28.670;card;Cocoa;37,72
5/07/2024;2024-07-05 13:43:43.134;card;Americano with Milk;32,82
5/07/2024;2024-07-05 13:44:43.829;card;Americano with Milk;32,82
5/07/2024;2024-07-05 18:55:56.308;card;Espresso;23,02
5/07/2024;2024-07-05 19:55:07.812;card;Americano;27,92
5/07/2024;2024-07-05 22:11:56.471;card;Espresso;23,02
5/07/2024;2024-07-05 22:18:03.324;card;Americano;27,92
5/07/2024;2024-07-05 22:18:56.945;card;Americano;27,92
5/07/2024;2024-07-05 22:20:01.149;card;Cappuccino;37,72
5/07/2024;2024-07-05 22:21:09.457;card;Americano with Milk;32,82
6/07/2024;2024-07-06 10:28:06.826;card;Latte;37,72
6/07/2024;2024-07-06 17:15:46.042;card;Latte;32,82
6/07/2024;2024-07-06 17:17:01.046;card;Latte;32,82
6/07/2024;2024-07-06 19:09:46.107;card;Latte;32,82
6/07/2024;2024-07-06 19:10:39.580;card;Americano with Milk;27,92
7/07/2024;2024-07-07 09:04:20.169;card;Cappuccino;32,82
7/07/2024;2024-07-07 09:14:29.225;card;Americano with Milk;27,92
7/07/2024;2024-07-07 09:15:36.815;card;Americano with Milk;27,92
7/07/2024;2024-07-07 09:28:48.876;card;Cappuccino;32,82
7/07/2024;2024-07-07 09:29:56.189;card;Cappuccino;32,82
7/07/2024;2024-07-07 14:56:30.193;card;Hot Chocolate;32,82
7/07/2024;2024-07-07 14:57:47.411;card;Cocoa;32,82
7/07/2024;2024-07-07 17:07:50.284;card;Latte;32,82
7/07/2024;2024-07-07 19:33:27.187;card;Cappuccino;32,82
7/07/2024;2024-07-07 20:01:31.653;card;Hot Chocolate;32,82
7/07/2024;2024-07-07 22:33:36.255;card;Americano with Milk;27,92
8/07/2024;2024-07-08 07:33:07.724;card;Latte;32,82
8/07/2024;2024-07-08 12:02:50.421;card;Americano;23,02
8/07/2024;2024-07-08 14:40:24.350;card;Americano;23,02
8/07/2024;2024-07-08 19:30:34.976;card;Americano with Milk;27,92
8/07/2024;2024-07-08 22:14:46.180;card;Latte;32,82
9/07/2024;2024-07-09 10:26:52.138;card;Americano with Milk;27,92
9/07/2024;2024-07-09 10:40:28.767;card;Americano with Milk;27,92
9/07/2024;2024-07-09 11:21:36.103;card;Americano with Milk;27,92
9/07/2024;2024-07-09 11:22:49.904;card;Cappuccino;32,82
9/07/2024;2024-07-09 16:42:59.535;card;Americano with Milk;27,92
10/07/2024;2024-07-10 11:10:41.690;card;Americano;23,02
10/07/2024;2024-07-10 12:28:53.659;card;Americano with Milk;27,92
10/07/2024;2024-07-10 22:13:10.049;card;Latte;32,82
11/07/2024;2024-07-11 11:27:27.562;card;Hot Chocolate;32,82
11/07/2024;2024-07-11 16:48:18.709;card;Americano with Milk;27,92
11/07/2024;2024-07-11 22:22:13.648;card;Latte;32,82
11/07/2024;2024-07-11 22:30:58.541;card;Americano;23,02
12/07/2024;2024-07-12 08:03:17.492;card;Cortado;23,02
12/07/2024;2024-07-12 11:48:33.381;card;Hot Chocolate;32,82
12/07/2024;2024-07-12 22:33:25.589;card;Hot Chocolate;32,82
12/07/2024;2024-07-12 22:34:14.307;card;Hot Chocolate;32,82
12/07/2024;2024-07-12 22:35:29.518;card;Hot Chocolate;32,82
13/07/2024;2024-07-13 10:38:10.273;card;Latte;32,82
13/07/2024;2024-07-13 11:41:38.089;card;Latte;32,82
14/07/2024;2024-07-14 10:54:24.307;card;Americano;23,02
14/07/2024;2024-07-14 10:55:30.525;card;Americano with Milk;27,92
14/07/2024;2024-07-14 10:56:30.251;card;Cappuccino;32,82
14/07/2024;2024-07-14 10:57:54.062;card;Latte;32,82
14/07/2024;2024-07-14 11:02:11.798;card;Americano;23,02
14/07/2024;2024-07-14 22:31:29.976;card;Latte;32,82
15/07/2024;2024-07-15 07:33:05.557;card;Cappuccino;32,82
16/07/2024;2024-07-16 12:23:37.467;card;Americano with Milk;27,92
16/07/2024;2024-07-16 19:29:25.485;card;Hot Chocolate;32,82
17/07/2024;2024-07-17 13:04:59.744;card;Americano with Milk;27,92
18/07/2024;2024-07-18 11:10:13.393;card;Americano with Milk;27,92
18/07/2024;2024-07-18 11:11:23.434;card;Espresso;18,12
18/07/2024;2024-07-18 11:32:59.624;card;Americano;23,02
18/07/2024;2024-07-18 11:34:48.437;card;Americano;23,02
18/07/2024;2024-07-18 11:35:51.505;card;Cortado;23,02
18/07/2024;2024-07-18 13:23:33.812;card;Latte;32,82
18/07/2024;2024-07-18 18:18:23.378;card;Cappuccino;32,82
18/07/2024;2024-07-18 19:30:50.562;card;Latte;32,82
18/07/2024;2024-07-18 21:19:41.814;card;Hot Chocolate;32,82
18/07/2024;2024-07-18 21:21:59.855;card;Latte;32,82
18/07/2024;2024-07-18 21:46:18.674;card;Latte;32,82
19/07/2024;2024-07-19 11:03:02.341;card;Americano;23,02
19/07/2024;2024-07-19 11:16:20.509;card;Americano with Milk;27,92
19/07/2024;2024-07-19 12:58:37.561;card;Latte;32,82
19/07/2024;2024-07-19 12:59:55.383;card;Americano with Milk;27,92
19/07/2024;2024-07-19 14:09:20.716;card;Latte;32,82
19/07/2024;2024-07-19 14:11:22.105;card;Cocoa;32,82
19/07/2024;2024-07-19 16:36:19.272;card;Latte;32,82
19/07/2024;2024-07-19 16:37:35.808;card;Latte;32,82
20/07/2024;2024-07-20 08:05:44.469;card;Americano;23,02
20/07/2024;2024-07-20 08:06:48.685;card;Latte;32,82
20/07/2024;2024-07-20 08:07:51.433;card;Americano;23,02
20/07/2024;2024-07-20 09:00:53.605;card;Latte;32,82
20/07/2024;2024-07-20 09:02:27.848;card;Latte;32,82
20/07/2024;2024-07-20 10:39:21.044;card;Americano;23,02
20/07/2024;2024-07-20 15:15:09.221;card;Latte;32,82
21/07/2024;2024-07-21 10:30:55.818;card;Cocoa;32,82
21/07/2024;2024-07-21 11:39:28.776;card;Cappuccino;32,82
21/07/2024;2024-07-21 13:34:30.849;card;Cortado;23,02
21/07/2024;2024-07-21 13:42:31.444;card;Latte;32,82
22/07/2024;2024-07-22 08:13:23.147;card;Americano;23,02
22/07/2024;2024-07-22 08:40:49.554;card;Americano;23,02
22/07/2024;2024-07-22 10:15:37.266;card;Americano with Milk;27,92
22/07/2024;2024-07-22 16:44:37.593;card;Latte;32,82
23/07/2024;2024-07-23 08:12:56.229;card;Latte;32,82
23/07/2024;2024-07-23 08:40:18.981;card;Americano;23,02
23/07/2024;2024-07-23 08:44:53.816;card;Americano with Milk;27,92
23/07/2024;2024-07-23 08:49:25.107;card;Cocoa;32,82
23/07/2024;2024-07-23 08:51:10.365;card;Latte;32,82
23/07/2024;2024-07-23 09:01:45.707;card;Americano;23,02
23/07/2024;2024-07-23 10:03:36.492;card;Americano with Milk;27,92
23/07/2024;2024-07-23 15:20:04.971;card;Americano with Milk;27,92
23/07/2024;2024-07-23 15:21:01.280;card;Latte;32,82
23/07/2024;2024-07-23 21:01:40.612;card;Latte;32,82
23/07/2024;2024-07-23 21:23:13.501;card;Americano;23,02
23/07/2024;2024-07-23 21:24:22.609;card;Americano;23,02
24/07/2024;2024-07-24 09:16:09.814;card;Americano with Milk;27,92
24/07/2024;2024-07-24 09:38:55.007;card;Americano with Milk;27,92
24/07/2024;2024-07-24 09:54:37.456;card;Espresso;18,12
24/07/2024;2024-07-24 11:43:53.121;card;Cappuccino;32,82
24/07/2024;2024-07-24 13:55:13.821;card;Latte;32,82
24/07/2024;2024-07-24 14:45:49.766;card;Espresso;18,12
24/07/2024;2024-07-24 15:18:30.522;card;Latte;32,82
24/07/2024;2024-07-24 19:15:05.678;card;Cappuccino;32,82
24/07/2024;2024-07-24 19:16:59.779;card;Cappuccino;32,82
24/07/2024;2024-07-24 21:17:36.797;card;Americano with Milk;27,92
24/07/2024;2024-07-24 21:18:41.294;card;Americano;23,02
24/07/2024;2024-07-24 21:25:17.493;card;Americano;23,02
25/07/2024;2024-07-25 07:54:47.935;card;Americano;23,02
25/07/2024;2024-07-25 08:49:18.428;card;Latte;32,82
25/07/2024;2024-07-25 10:29:44.629;card;Americano with Milk;27,92
25/07/2024;2024-07-25 11:26:04.701;card;Americano;23,02
25/07/2024;2024-07-25 15:25:06.512;card;Cappuccino;32,82
25/07/2024;2024-07-25 19:21:00.764;card;Cappuccino;32,82
25/07/2024;2024-07-25 21:06:01.272;card;Cortado;23,02
25/07/2024;2024-07-25 21:06:50.002;card;Espresso;18,12
25/07/2024;2024-07-25 22:38:51.330;card;Cortado;23,02
25/07/2024;2024-07-25 22:39:46.790;card;Cocoa;32,82
26/07/2024;2024-07-26 08:33:01.273;card;Latte;32,82
26/07/2024;2024-07-26 09:19:37.376;card;Americano with Milk;27,92
26/07/2024;2024-07-26 09:20:34.344;card;Espresso;18,12
26/07/2024;2024-07-26 09:33:11.511;card;Cortado;23,02
26/07/2024;2024-07-26 09:34:16.633;card;Cortado;23,02
26/07/2024;2024-07-26 09:59:07.867;card;Latte;32,82
26/07/2024;2024-07-26 10:00:02.719;card;Latte;32,82
26/07/2024;2024-07-26 11:47:13.855;card;Americano with Milk;27,92
26/07/2024;2024-07-26 12:07:01.670;card;Americano with Milk;27,92
26/07/2024;2024-07-26 12:28:08.044;card;Cappuccino;32,82
26/07/2024;2024-07-26 12:29:17.708;card;Cappuccino;32,82
26/07/2024;2024-07-26 13:09:56.138;card;Latte;32,82
26/07/2024;2024-07-26 17:23:29.347;card;Americano;23,02
26/07/2024;2024-07-26 17:58:29.217;card;Cappuccino;32,82
26/07/2024;2024-07-26 21:15:09.612;card;Latte;32,82
26/07/2024;2024-07-26 22:49:52.318;card;Americano with Milk;27,92
27/07/2024;2024-07-27 09:09:16.457;card;Cappuccino;32,82
27/07/2024;2024-07-27 11:55:31.381;card;Americano with Milk;27,92
27/07/2024;2024-07-27 12:25:10.115;card;Americano with Milk;27,92
27/07/2024;2024-07-27 12:26:13.159;card;Espresso;18,12
27/07/2024;2024-07-27 12:33:23.070;card;Americano with Milk;27,92
27/07/2024;2024-07-27 14:28:41.904;card;Espresso;18,12
27/07/2024;2024-07-27 14:51:53.196;card;Latte;32,82
27/07/2024;2024-07-27 17:02:33.358;card;Cappuccino;32,82
27/07/2024;2024-07-27 17:03:39.112;card;Cappuccino;32,82
27/07/2024;2024-07-27 17:09:00.424;card;Americano with Milk;27,92
27/07/2024;2024-07-27 17:10:08.074;card;Americano with Milk;27,92
27/07/2024;2024-07-27 20:55:20.175;card;Latte;32,82
27/07/2024;2024-07-27 22:56:23.915;card;Cappuccino;32,82
28/07/2024;2024-07-28 11:07:25.920;card;Espresso;18,12
28/07/2024;2024-07-28 14:17:54.205;card;Americano with Milk;27,92
28/07/2024;2024-07-28 14:18:52.196;card;Latte;32,82
29/07/2024;2024-07-29 08:12:06.406;card;Latte;32,82
29/07/2024;2024-07-29 09:04:47.972;card;Americano;23,02
29/07/2024;2024-07-29 09:15:46.155;card;Americano with Milk;27,92
29/07/2024;2024-07-29 09:19:44.082;card;Americano;23,02
29/07/2024;2024-07-29 09:51:24.747;card;Americano with Milk;27,92
29/07/2024;2024-07-29 09:58:29.639;card;Cappuccino;32,82
29/07/2024;2024-07-29 10:43:43.961;card;Hot Chocolate;32,82
29/07/2024;2024-07-29 10:44:55.846;card;Hot Chocolate;32,82
29/07/2024;2024-07-29 19:06:31.131;card;Cappuccino;32,82
29/07/2024;2024-07-29 19:30:16.319;card;Americano;23,02
29/07/2024;2024-07-29 21:57:34.419;card;Cocoa;32,82
30/07/2024;2024-07-30 07:41:10.945;card;Americano with Milk;27,92
30/07/2024;2024-07-30 08:05:07.216;card;Cortado;23,02
30/07/2024;2024-07-30 08:20:51.115;card;Cappuccino;32,82
30/07/2024;2024-07-30 09:13:43.217;card;Americano with Milk;27,92
30/07/2024;2024-07-30 10:17:11.147;card;Cortado;23,02
30/07/2024;2024-07-30 10:19:34.213;card;Americano with Milk;27,92
30/07/2024;2024-07-30 10:23:20.120;card;Latte;32,82
30/07/2024;2024-07-30 11:12:07.359;card;Americano;23,02
30/07/2024;2024-07-30 11:13:16.218;card;Espresso;18,12
30/07/2024;2024-07-30 11:14:41.678;card;Americano with Milk;27,92
30/07/2024;2024-07-30 11:16:01.630;card;Americano with Milk;27,92
30/07/2024;2024-07-30 11:30:34.737;card;Americano with Milk;27,92
30/07/2024;2024-07-30 11:31:40.809;card;Americano with Milk;27,92
30/07/2024;2024-07-30 12:08:07.508;card;Latte;32,82
30/07/2024;2024-07-30 15:16:09.628;card;Americano with Milk;27,92
30/07/2024;2024-07-30 16:08:52.876;card;Cortado;23,02
30/07/2024;2024-07-30 16:09:43.627;card;Americano with Milk;27,92
30/07/2024;2024-07-30 20:24:19.874;card;Espresso;18,12
30/07/2024;2024-07-30 20:53:51.866;card;Americano with Milk;27,92
30/07/2024;2024-07-30 20:54:46.316;card;Americano with Milk;27,92
30/07/2024;2024-07-30 20:57:02.324;card;Americano with Milk;27,92
30/07/2024;2024-07-30 21:33:19.198;card;Latte;32,82
30/07/2024;2024-07-30 22:15:21.484;card;Americano;23,02
30/07/2024;2024-07-30 22:16:19.260;card;Cappuccino;32,82
31/07/2024;2024-07-31 07:59:52.098;card;Americano with Milk;27,92
31/07/2024;2024-07-31 08:37:41.943;card;Americano with Milk;27,92
31/07/2024;2024-07-31 08:38:38.236;card;Americano with Milk;27,92
31/07/2024;2024-07-31 09:54:45.315;card;Americano;23,02
31/07/2024;2024-07-31 09:55:45.142;card;Americano;23,02
31/07/2024;2024-07-31 09:58:15.863;card;Americano with Milk;27,92
31/07/2024;2024-07-31 13:11:42.609;card;Cocoa;32,82
31/07/2024;2024-07-31 13:14:00.286;card;Latte;32,82
31/07/2024;2024-07-31 13:24:49.437;card;Americano with Milk;27,92
31/07/2024;2024-07-31 17:48:06.787;card;Cortado;23,02
31/07/2024;2024-07-31 18:04:14.972;card;Latte;32,82
31/07/2024;2024-07-31 19:22:38.883;card;Cortado;23,02
31/07/2024;2024-07-31 19:28:45.141;card;Latte;32,82
31/07/2024;2024-07-31 20:46:42.418;card;Cocoa;32,82
31/07/2024;2024-07-31 20:50:07.411;card;Cortado;23,02
31/07/2024;2024-07-31 20:51:10.383;card;Latte;32,82
31/07/2024;2024-07-31 20:52:14.802;card;Cappuccino;32,82
31/07/2024;2024-07-31 20:53:35.077;card;Cortado;23,02
31/07/2024;2024-07-31 20:59:25.013;card;Americano with Milk;27,92
31/07/2024;2024-07-31 21:26:26.000;card;Latte;32,82
31/07/2024;2024-07-31 21:54:11.824;card;Latte;32,82
31/07/2024;2024-07-31 21:55:16.570;card;Latte;32,82
1/08/2024;2024-08-01 07:31:00.085;card;Americano with Milk;27,92
1/08/2024;2024-08-01 09:25:20.060;card;Americano with Milk;27,92
1/08/2024;2024-08-01 11:04:14.067;card;Americano with Milk;27,92
1/08/2024;2024-08-01 11:22:46.369;card;Americano with Milk;27,92
1/08/2024;2024-08-01 13:22:46.601;card;Cortado;23,02
1/08/2024;2024-08-01 13:23:37.314;card;Cappuccino;32,82
1/08/2024;2024-08-01 13:49:07.265;card;Cappuccino;32,82
1/08/2024;2024-08-01 15:43:43.820;card;Americano with Milk;27,92
1/08/2024;2024-08-01 16:24:00.663;card;Americano with Milk;27,92
1/08/2024;2024-08-01 16:26:07.331;card;Americano;23,02
1/08/2024;2024-08-01 17:23:35.238;card;Americano;23,02
1/08/2024;2024-08-01 20:41:28.118;card;Cappuccino;32,82
2/08/2024;2024-08-02 09:01:54.165;card;Americano with Milk;27,92
2/08/2024;2024-08-02 09:35:02.899;card;Americano with Milk;27,92
2/08/2024;2024-08-02 11:09:19.465;card;Cortado;23,02
2/08/2024;2024-08-02 18:08:35.282;card;Americano with Milk;27,92
2/08/2024;2024-08-02 21:23:04.359;card;Latte;32,82
3/08/2024;2024-08-03 08:53:46.651;card;Americano with Milk;27,92
3/08/2024;2024-08-03 09:37:19.213;card;Americano with Milk;27,92
3/08/2024;2024-08-03 09:38:41.010;card;Americano with Milk;27,92
3/08/2024;2024-08-03 10:12:25.650;card;Americano with Milk;27,92
3/08/2024;2024-08-03 11:20:26.571;card;Cortado;23,02
3/08/2024;2024-08-03 11:21:22.000;card;Cortado;23,02
3/08/2024;2024-08-03 11:56:36.628;card;Espresso;18,12
3/08/2024;2024-08-03 11:57:31.273;card;Americano with Milk;27,92
3/08/2024;2024-08-03 12:03:35.777;card;Americano with Milk;27,92
3/08/2024;2024-08-03 16:53:59.927;card;Americano with Milk;27,92
3/08/2024;2024-08-03 18:38:42.026;card;Cappuccino;32,82
3/08/2024;2024-08-03 21:30:48.958;card;Latte;32,82
3/08/2024;2024-08-03 21:33:06.265;card;Latte;32,82
4/08/2024;2024-08-04 08:18:37.314;card;Cappuccino;32,82
4/08/2024;2024-08-04 10:37:51.103;card;Americano with Milk;27,92
4/08/2024;2024-08-04 11:50:54.603;card;Cappuccino;32,82
4/08/2024;2024-08-04 11:52:33.017;card;Americano with Milk;27,92
4/08/2024;2024-08-04 15:33:52.137;card;Cappuccino;32,82
4/08/2024;2024-08-04 15:35:05.906;card;Cappuccino;32,82
5/08/2024;2024-08-05 08:50:05.753;card;Cortado;23,02
5/08/2024;2024-08-05 09:19:19.176;card;Americano with Milk;27,92
5/08/2024;2024-08-05 11:20:47.444;card;Cortado;23,02
5/08/2024;2024-08-05 13:45:22.454;card;Cappuccino;32,82
5/08/2024;2024-08-05 16:05:57.738;card;Latte;32,82
5/08/2024;2024-08-05 16:07:18.837;card;Latte;32,82
5/08/2024;2024-08-05 17:44:24.506;card;Latte;32,82
5/08/2024;2024-08-05 17:45:32.117;card;Americano with Milk;27,92
5/08/2024;2024-08-05 19:20:02.677;card;Latte;32,82
5/08/2024;2024-08-05 19:34:51.484;card;Latte;32,82
5/08/2024;2024-08-05 20:49:30.945;card;Cocoa;32,82
5/08/2024;2024-08-05 20:50:21.919;card;Cocoa;32,82
5/08/2024;2024-08-05 22:43:48.193;card;Americano with Milk;27,92
6/08/2024;2024-08-06 10:21:03.320;card;Cortado;23,02
6/08/2024;2024-08-06 10:32:32.335;card;Hot Chocolate;32,82
6/08/2024;2024-08-06 17:40:49.201;card;Cappuccino;32,82
6/08/2024;2024-08-06 17:42:52.700;card;Latte;32,82
6/08/2024;2024-08-06 17:44:05.067;card;Cocoa;32,82
6/08/2024;2024-08-06 19:04:04.544;card;Latte;32,82
6/08/2024;2024-08-06 19:05:23.110;card;Americano with Milk;27,92
6/08/2024;2024-08-06 20:04:27.133;card;Latte;32,82
7/08/2024;2024-08-07 08:55:48.455;card;Americano with Milk;27,92
7/08/2024;2024-08-07 12:12:26.800;card;Americano;23,02
7/08/2024;2024-08-07 12:13:40.664;card;Americano;23,02
7/08/2024;2024-08-07 13:11:16.155;card;Espresso;18,12
7/08/2024;2024-08-07 16:19:01.657;card;Americano;23,02
7/08/2024;2024-08-07 19:36:22.739;card;Latte;32,82
7/08/2024;2024-08-07 20:40:09.281;card;Cocoa;32,82
7/08/2024;2024-08-07 21:18:11.990;card;Cappuccino;32,82
7/08/2024;2024-08-07 22:28:56.686;card;Latte;32,82
7/08/2024;2024-08-07 22:32:15.971;card;Latte;32,82
8/08/2024;2024-08-08 08:46:36.204;card;Espresso;18,12
8/08/2024;2024-08-08 08:47:28.686;card;Cortado;23,02
