date;datetime;cash_type;coffee_name;amount_final
1/03/2024;2024-03-01 10:15:50.520;card;Latte;38,7
1/03/2024;2024-03-01 12:19:22.539;card;Hot Chocolate;38,7
1/03/2024;2024-03-01 12:20:18.089;card;Hot Chocolate;38,7
1/03/2024;2024-03-01 13:46:33.006;card;Americano;28,9
1/03/2024;2024-03-01 13:48:14.626;card;Latte;38,7
1/03/2024;2024-03-01 15:39:47.726;card;Americano with Milk;33,8
1/03/2024;2024-03-01 16:19:02.756;card;Hot Chocolate;38,7
1/03/2024;2024-03-01 18:39:03.580;card;Americano with Milk;33,8
1/03/2024;2024-03-01 19:22:01.762;card;Cocoa;38,7
1/03/2024;2024-03-01 19:23:15.887;card;Americano with Milk;33,8
1/03/2024;2024-03-01 19:29:17.391;card;Americano with Milk;33,8
2/03/2024;2024-03-02 10:22:06.957;card;Americano;28,9
2/03/2024;2024-03-02 10:30:35.668;cash;Latte;40
2/03/2024;2024-03-02 10:41:41.249;card;Americano with Milk;33,8
2/03/2024;2024-03-02 11:59:45.484;card;Americano with Milk;33,8
2/03/2024;2024-03-02 14:38:35.535;card;Americano;28,9
2/03/2024;2024-03-02 16:37:24.475;card;Americano with Milk;33,8
2/03/2024;2024-03-02 17:34:54.969;card;Americano;28,9
3/03/2024;2024-03-03 10:10:43.981;cash;Latte;40
3/03/2024;2024-03-03 10:27:18.561;card;Latte;38,7
3/03/2024;2024-03-03 11:33:56.118;card;Cortado;28,9
3/03/2024;2024-03-03 12:26:56.098;card;Americano;28,9
3/03/2024;2024-03-03 13:09:36.321;card;Hot Chocolate;38,7
3/03/2024;2024-03-03 17:06:40.271;card;Cocoa;38,7
3/03/2024;2024-03-03 17:08:45.895;card;Cortado;28,9
3/03/2024;2024-03-03 18:03:23.369;card;Americano with Milk;33,8
3/03/2024;2024-03-03 18:04:27.946;card;Americano with Milk;33,8
3/03/2024;2024-03-03 18:08:04.959;card;Hot Chocolate;38,7
4/03/2024;2024-03-04 10:03:51.994;card;Latte;38,7
4/03/2024;2024-03-04 10:54:50.958;card;Latte;38,7
4/03/2024;2024-03-04 11:05:16.184;card;Americano with Milk;33,8
4/03/2024;2024-03-04 14:04:37.734;card;Espresso;24
5/03/2024;2024-03-05 09:59:52.651;card;Latte;38,7
5/03/2024;2024-03-05 14:34:55.963;card;Latte;38,7
5/03/2024;2024-03-05 17:34:06.043;card;Latte;38,7
5/03/2024;2024-03-05 17:35:25.021;card;Hot Chocolate;38,7
5/03/2024;2024-03-05 17:36:28.571;card;Cocoa;38,7
5/03/2024;2024-03-05 17:37:13.659;card;Hot Chocolate;38,7
5/03/2024;2024-03-05 17:38:09.354;card;Hot Chocolate;38,7
5/03/2024;2024-03-05 17:56:15.776;card;Cortado;28,9
5/03/2024;2024-03-05 18:01:31.242;card;Hot Chocolate;38,7
6/03/2024;2024-03-06 12:30:27.089;cash;Americano with Milk;35
6/03/2024;2024-03-06 13:24:07.667;card;Americano;28,9
6/03/2024;2024-03-06 13:25:14.351;card;Cortado;28,9
6/03/2024;2024-03-06 14:52:01.761;card;Cappuccino;38,7
6/03/2024;2024-03-06 14:53:18.344;card;Cappuccino;38,7
7/03/2024;2024-03-07 10:08:58.945;cash;Latte;40
7/03/2024;2024-03-07 10:18:40.543;card;Hot Chocolate;38,7
7/03/2024;2024-03-07 11:03:58.976;card;Latte;38,7
7/03/2024;2024-03-07 11:25:43.977;cash;Latte;40
7/03/2024;2024-03-07 15:40:22.606;card;Americano;28,9
7/03/2024;2024-03-07 15:41:28.784;card;Americano with Milk;33,8
8/03/2024;2024-03-08 10:34:41.283;card;Cortado;28,9
8/03/2024;2024-03-08 12:22:28.653;card;Cappuccino;38,7
8/03/2024;2024-03-08 13:53:02.042;card;Americano;28,9
8/03/2024;2024-03-08 14:44:12.686;card;Americano;28,9
8/03/2024;2024-03-08 14:45:11.048;card;Americano;28,9
8/03/2024;2024-03-08 14:46:11.155;card;Americano with Milk;33,8
8/03/2024;2024-03-08 18:57:51.451;card;Latte;38,7
8/03/2024;2024-03-08 18:59:24.941;card;Latte;38,7
9/03/2024;2024-03-09 11:49:37.292;cash;Hot Chocolate;40
9/03/2024;2024-03-09 12:05:15.559;card;Espresso;24
9/03/2024;2024-03-09 12:07:38.275;card;Americano;28,9
9/03/2024;2024-03-09 12:09:47.714;card;Cappuccino;38,7
9/03/2024;2024-03-09 12:13:03.521;card;Americano;28,9
9/03/2024;2024-03-09 12:14:26.458;card;Americano;28,9
9/03/2024;2024-03-09 13:09:22.229;card;Latte;38,7
9/03/2024;2024-03-09 13:41:06.167;card;Americano with Milk;33,8
9/03/2024;2024-03-09 13:53:10.408;card;Cortado;28,9
9/03/2024;2024-03-09 13:54:36.828;card;Cappuccino;38,7
9/03/2024;2024-03-09 14:08:01.829;card;Americano with Milk;33,8
9/03/2024;2024-03-09 14:26:52.873;card;Hot Chocolate;38,7
9/03/2024;2024-03-09 19:17:57.572;card;Cappuccino;38,7
9/03/2024;2024-03-09 19:19:10.084;card;Hot Chocolate;38,7
10/03/2024;2024-03-10 07:44:18.538;cash;Americano;30
10/03/2024;2024-03-10 07:45:29.441;cash;Americano with Milk;35
10/03/2024;2024-03-10 10:06:02.960;cash;Latte;40
10/03/2024;2024-03-10 11:19:20.764;card;Espresso;24
10/03/2024;2024-03-10 17:51:03.048;cash;Americano with Milk;35
10/03/2024;2024-03-10 19:34:00.478;card;Latte;38,7
10/03/2024;2024-03-10 19:35:54.712;card;Cortado;28,9
11/03/2024;2024-03-11 10:18:46.724;cash;Latte;40
11/03/2024;2024-03-11 11:24:15.022;cash;Cappuccino;40
11/03/2024;2024-03-11 11:24:51.565;cash;Cortado;30
11/03/2024;2024-03-11 11:26:44.221;cash;Americano;30
11/03/2024;2024-03-11 11:32:58.781;card;Cappuccino;38,7
11/03/2024;2024-03-11 16:24:26.401;card;Americano;28,9
11/03/2024;2024-03-11 16:25:45.664;card;Latte;38,7
11/03/2024;2024-03-11 16:50:49.608;card;Cortado;28,9
12/03/2024;2024-03-12 10:15:00.297;cash;Latte;40
12/03/2024;2024-03-12 10:15:34.543;card;Americano;28,9
12/03/2024;2024-03-12 10:16:24.886;card;Cortado;28,9
12/03/2024;2024-03-12 11:20:45.632;card;Hot Chocolate;38,7
12/03/2024;2024-03-12 12:46:23.275;card;Americano with Milk;33,8
12/03/2024;2024-03-12 12:47:26.027;card;Americano;28,9
12/03/2024;2024-03-12 16:15:43.325;card;Americano;28,9
13/03/2024;2024-03-13 11:06:43.038;card;Hot Chocolate;38,7
13/03/2024;2024-03-13 11:48:16.753;card;Americano;28,9
13/03/2024;2024-03-13 12:18:06.336;card;Americano;28,9
13/03/2024;2024-03-13 12:19:05.128;card;Americano;28,9
13/03/2024;2024-03-13 12:34:30.315;cash;Espresso;25
13/03/2024;2024-03-13 14:26:40.875;card;Americano with Milk;33,8
13/03/2024;2024-03-13 15:40:22.261;card;Espresso;24
13/03/2024;2024-03-13 15:41:20.424;card;Espresso;24
13/03/2024;2024-03-13 16:47:09.373;card;Espresso;24
14/03/2024;2024-03-14 10:02:12.241;cash;Latte;40
14/03/2024;2024-03-14 10:28:33.017;card;Latte;38,7
14/03/2024;2024-03-14 10:29:34.283;card;Hot Chocolate;38,7
14/03/2024;2024-03-14 13:27:29.536;card;Cortado;28,9
14/03/2024;2024-03-14 13:28:24.527;card;Americano;28,9
14/03/2024;2024-03-14 13:51:59.905;card;Americano with Milk;33,8
14/03/2024;2024-03-14 13:52:56.248;card;Espresso;24
14/03/2024;2024-03-14 15:20:38.367;card;Latte;38,7
14/03/2024;2024-03-14 16:04:09.506;card;Americano with Milk;33,8
14/03/2024;2024-03-14 16:54:38.202;card;Espresso;24
14/03/2024;2024-03-14 18:58:55.854;card;Hot Chocolate;38,7
14/03/2024;2024-03-14 19:00:08.663;card;Cortado;28,9
15/03/2024;2024-03-15 10:02:16.533;cash;Latte;40
15/03/2024;2024-03-15 10:53:02.180;card;Hot Chocolate;38,7
15/03/2024;2024-03-15 18:19:27.922;card;Americano;28,9
16/03/2024;2024-03-16 12:06:55.209;card;Americano with Milk;33,8
16/03/2024;2024-03-16 12:07:53.915;card;Americano;28,9
16/03/2024;2024-03-16 15:58:18.458;card;Cortado;28,9
16/03/2024;2024-03-16 16:03:21.738;card;Cortado;28,9
16/03/2024;2024-03-16 16:04:11.444;card;Cortado;28,9
16/03/2024;2024-03-16 17:58:07.241;card;Americano with Milk;33,8
17/03/2024;2024-03-17 10:10:21.399;cash;Latte;40
17/03/2024;2024-03-17 12:55:26.065;card;Cortado;28,9
18/03/2024;2024-03-18 11:17:59.671;card;Cortado;28,9
18/03/2024;2024-03-18 15:31:39.725;card;Americano;28,9
18/03/2024;2024-03-18 15:32:38.239;card;Americano;28,9
18/03/2024;2024-03-18 15:33:36.708;card;Americano;28,9
19/03/2024;2024-03-19 10:20:25.996;cash;Cortado;30
19/03/2024;2024-03-19 14:02:21.536;card;Latte;38,7
19/03/2024;2024-03-19 14:03:19.765;card;Latte;38,7
19/03/2024;2024-03-19 15:04:36.309;card;Hot Chocolate;38,7
19/03/2024;2024-03-19 16:53:48.706;card;Americano with Milk;33,8
19/03/2024;2024-03-19 19:26:32.677;cash;Hot Chocolate;40
20/03/2024;2024-03-20 11:41:16.403;card;Cortado;28,9
20/03/2024;2024-03-20 12:21:07.728;cash;Latte;40
20/03/2024;2024-03-20 12:30:48.968;card;Cortado;28,9
20/03/2024;2024-03-20 13:16:47.394;card;Cappuccino;38,7
20/03/2024;2024-03-20 16:42:38.117;card;Cocoa;38,7
20/03/2024;2024-03-20 17:50:28.781;card;Latte;38,7
21/03/2024;2024-03-21 10:18:56.977;cash;Cappuccino;40
21/03/2024;2024-03-21 12:25:09.194;card;Cortado;28,9
21/03/2024;2024-03-21 12:26:17.428;card;Cappuccino;38,7
21/03/2024;2024-03-21 17:21:01.453;cash;Americano;30
21/03/2024;2024-03-21 17:22:01.353;card;Cortado;28,9
21/03/2024;2024-03-21 19:20:36.508;card;Latte;38,7
22/03/2024;2024-03-22 10:35:53.619;card;Americano with Milk;33,8
22/03/2024;2024-03-22 13:29:20.343;card;Americano with Milk;33,8
22/03/2024;2024-03-22 16:15:14.448;cash;Cappuccino;40
22/03/2024;2024-03-22 17:17:03.724;card;Americano;28,9
22/03/2024;2024-03-22 17:17:58.991;card;Espresso;24
22/03/2024;2024-03-22 17:20:49.490;card;Americano;28,9
23/03/2024;2024-03-23 10:43:59.559;card;Latte;38,7
23/03/2024;2024-03-23 10:45:07.157;card;Americano with Milk;33,8
23/03/2024;2024-03-23 13:10:07.661;card;Cappuccino;38,7
23/03/2024;2024-03-23 13:11:12.230;card;Cocoa;38,7
23/03/2024;2024-03-23 14:44:41.276;card;Americano with Milk;33,8
23/03/2024;2024-03-23 15:47:19.062;card;Latte;38,7
23/03/2024;2024-03-23 15:49:33.813;card;Americano with Milk;33,8
23/03/2024;2024-03-23 16:00:58.386;card;Cortado;28,9
24/03/2024;2024-03-24 10:03:56.005;cash;Latte;40
24/03/2024;2024-03-24 18:45:08.397;card;Latte;38,7
25/03/2024;2024-03-25 10:31:47.250;card;Latte;38,7
25/03/2024;2024-03-25 11:16:25.671;cash;Americano with Milk;35
25/03/2024;2024-03-25 14:27:09.163;card;Latte;38,7
25/03/2024;2024-03-25 14:29:25.343;card;Latte;38,7
25/03/2024;2024-03-25 18:37:30.650;card;Americano with Milk;33,8
25/03/2024;2024-03-25 19:34:24.542;card;Cappuccino;38,7
26/03/2024;2024-03-26 10:35:49.679;card;Cocoa;38,7
26/03/2024;2024-03-26 10:36:36.151;card;Latte;38,7
26/03/2024;2024-03-26 10:42:30.170;card;Latte;38,7
26/03/2024;2024-03-26 11:11:47.335;card;Cortado;28,9
26/03/2024;2024-03-26 13:35:52.773;card;Americano;28,9
26/03/2024;2024-03-26 13:36:49.644;card;Cortado;28,9
26/03/2024;2024-03-26 13:37:59.723;card;Cortado;28,9
26/03/2024;2024-03-26 13:57:53.677;card;Americano;28,9
26/03/2024;2024-03-26 15:48:02.270;card;Latte;38,7
26/03/2024;2024-03-26 18:33:38.568;card;Latte;38,7
26/03/2024;2024-03-26 18:34:54.648;card;Hot Chocolate;38,7
27/03/2024;2024-03-27 11:04:51.174;card;Cortado;28,9
27/03/2024;2024-03-27 11:05:58.236;card;Americano with Milk;33,8
27/03/2024;2024-03-27 12:57:00.462;card;Americano with Milk;33,8
27/03/2024;2024-03-27 13:35:20.039;card;Hot Chocolate;38,7
27/03/2024;2024-03-27 14:22:31.662;card;Cappuccino;38,7
27/03/2024;2024-03-27 14:23:35.380;card;Americano;28,9
27/03/2024;2024-03-27 18:30:11.833;card;Cortado;28,9
27/03/2024;2024-03-27 19:31:12.442;cash;Latte;40
28/03/2024;2024-03-28 14:24:47.092;card;Cortado;28,9
28/03/2024;2024-03-28 17:24:46.244;card;Cortado;28,9
28/03/2024;2024-03-28 17:27:05.304;card;Americano;28,9
28/03/2024;2024-03-28 17:32:44.652;card;Latte;38,7
29/03/2024;2024-03-29 10:56:19.495;card;Latte;38,7
29/03/2024;2024-03-29 12:34:17.383;card;Cappuccino;38,7
29/03/2024;2024-03-29 12:41:32.125;card;Cappuccino;38,7
29/03/2024;2024-03-29 13:22:44.618;cash;Cappuccino;40
30/03/2024;2024-03-30 11:59:19.854;card;Latte;38,7
30/03/2024;2024-03-30 13:49:25.815;cash;Cappuccino;40
30/03/2024;2024-03-30 16:12:31.786;card;Latte;38,7
30/03/2024;2024-03-30 16:36:40.513;card;Latte;38,7
30/03/2024;2024-03-30 16:37:57.553;card;Americano with Milk;33,8
31/03/2024;2024-03-31 10:40:04.523;card;Cappuccino;38,7
31/03/2024;2024-03-31 19:36:45.000;cash;Americano;30
1/04/2024;2024-04-01 10:28:47.601;card;Americano;28,9
1/04/2024;2024-04-01 10:29:42.318;card;Americano with Milk;33,8
1/04/2024;2024-04-01 10:30:43.735;card;Americano with Milk;33,8
1/04/2024;2024-04-01 11:15:43.836;card;Americano with Milk;33,8
1/04/2024;2024-04-01 17:01:42.924;cash;Cappuccino;40
1/04/2024;2024-04-01 18:18:42.372;card;Americano with Milk;33,8
1/04/2024;2024-04-01 18:45:27.436;card;Hot Chocolate;38,7
2/04/2024;2024-04-02 10:01:14.022;card;Latte;38,7
2/04/2024;2024-04-02 16:18:34.169;card;Americano;28,9
2/04/2024;2024-04-02 16:19:28.460;card;Cortado;28,9
2/04/2024;2024-04-02 19:59:31.942;cash;Cappuccino;40
3/04/2024;2024-04-03 10:19:13.644;card;Cortado;28,9
3/04/2024;2024-04-03 10:20:07.655;card;Americano;28,9
3/04/2024;2024-04-03 13:12:05.367;card;Cappuccino;38,7
3/04/2024;2024-04-03 15:36:11.735;cash;Cortado;30
4/04/2024;2024-04-04 10:44:55.988;card;Latte;38,7
4/04/2024;2024-04-04 11:26:38.085;card;Latte;38,7
4/04/2024;2024-04-04 11:27:48.411;card;Cappuccino;38,7
4/04/2024;2024-04-04 12:23:02.216;card;Cortado;28,9
4/04/2024;2024-04-04 19:42:07.740;cash;Latte;40
5/04/2024;2024-04-05 10:40:42.728;card;Americano;28,9
5/04/2024;2024-04-05 10:42:06.204;card;Americano;28,9
5/04/2024;2024-04-05 11:06:14.643;card;Cortado;28,9
5/04/2024;2024-04-05 12:14:27.975;card;Americano with Milk;33,8
5/04/2024;2024-04-05 14:23:40.387;card;Latte;38,7
5/04/2024;2024-04-05 14:24:50.417;card;Cortado;28,9
5/04/2024;2024-04-05 15:30:50.383;cash;Latte;40
5/04/2024;2024-04-05 15:54:15.768;cash;Cappuccino;40
5/04/2024;2024-04-05 15:55:30.947;cash;Americano;30
5/04/2024;2024-04-05 16:17:43.975;cash;Cocoa;40
5/04/2024;2024-04-05 16:18:23.558;card;Espresso;24
6/04/2024;2024-04-06 12:32:31.398;card;Americano with Milk;33,8
6/04/2024;2024-04-06 14:13:18.733;card;Cappuccino;38,7
6/04/2024;2024-04-06 14:14:27.029;card;Americano;28,9
6/04/2024;2024-04-06 14:49:50.183;card;Latte;38,7
7/04/2024;2024-04-07 10:12:53.204;card;Latte;38,7
7/04/2024;2024-04-07 12:44:31.936;card;Cappuccino;38,7
7/04/2024;2024-04-07 12:46:05.118;card;Cappuccino;38,7
7/04/2024;2024-04-07 14:16:24.949;card;Cortado;28,9
7/04/2024;2024-04-07 14:17:30.628;card;Espresso;24
7/04/2024;2024-04-07 18:01:16.608;card;Hot Chocolate;38,7
7/04/2024;2024-04-07 18:02:03.878;card;Americano with Milk;33,8
8/04/2024;2024-04-08 10:58:21.106;card;Americano with Milk;33,8
8/04/2024;2024-04-08 10:59:27.558;card;Cappuccino;38,7
8/04/2024;2024-04-08 11:01:20.464;card;Americano;28,9
8/04/2024;2024-04-08 11:04:47.030;card;Cappuccino;38,7
8/04/2024;2024-04-08 12:54:25.897;cash;Espresso;25
8/04/2024;2024-04-08 15:43:36.881;cash;Americano with Milk;35
8/04/2024;2024-04-08 16:41:37.806;card;Latte;38,7
8/04/2024;2024-04-08 18:18:09.713;card;Americano;28,9
8/04/2024;2024-04-08 19:22:27.477;card;Americano with Milk;33,8
8/04/2024;2024-04-08 19:23:59.268;card;Cappuccino;38,7
9/04/2024;2024-04-09 10:22:27.359;cash;Cappuccino;40
9/04/2024;2024-04-09 10:24:10.103;cash;Americano;30
9/04/2024;2024-04-09 11:42:28.468;card;Latte;38,7
9/04/2024;2024-04-09 15:11:48.720;card;Hot Chocolate;38,7
9/04/2024;2024-04-09 17:25:23.936;card;Hot Chocolate;38,7
10/04/2024;2024-04-10 10:21:26.175;cash;Espresso;25
10/04/2024;2024-04-10 17:55:07.018;cash;Hot Chocolate;40
10/04/2024;2024-04-10 17:55:31.244;card;Espresso;24
10/04/2024;2024-04-10 18:24:59.290;card;Cappuccino;38,7
10/04/2024;2024-04-10 20:04:05.386;card;Latte;38,7
11/04/2024;2024-04-11 10:41:23.155;card;Americano;28,9
11/04/2024;2024-04-11 10:42:59.365;card;Americano;28,9
11/04/2024;2024-04-11 16:35:23.069;card;Latte;38,7
11/04/2024;2024-04-11 19:16:56.588;card;Cappuccino;38,7
11/04/2024;2024-04-11 19:18:36.619;card;Americano with Milk;33,8
12/04/2024;2024-04-12 19:03:43.403;card;Hot Chocolate;38,7
12/04/2024;2024-04-12 19:38:23.189;card;Cortado;28,9
13/04/2024;2024-04-13 12:29:19.823;card;Latte;38,7
13/04/2024;2024-04-13 12:43:02.389;card;Americano;28,9
13/04/2024;2024-04-13 15:06:52.292;cash;Hot Chocolate;40
13/04/2024;2024-04-13 15:07:55.966;cash;Hot Chocolate;40
13/04/2024;2024-04-13 16:18:03.938;card;Cappuccino;38,7
13/04/2024;2024-04-13 16:19:39.799;card;Latte;38,7
13/04/2024;2024-04-13 17:51:26.026;card;Cappuccino;38,7
13/04/2024;2024-04-13 17:53:19.237;card;Cappuccino;38,7
14/04/2024;2024-04-14 10:55:27.406;cash;Latte;40
14/04/2024;2024-04-14 12:24:39.028;card;Cappuccino;38,7
14/04/2024;2024-04-14 12:27:08.951;cash;Cortado;30
14/04/2024;2024-04-14 12:29:06.877;cash;Cortado;30
14/04/2024;2024-04-14 12:31:36.036;cash;Americano with Milk;35
14/04/2024;2024-04-14 13:21:49.808;card;Cortado;28,9
14/04/2024;2024-04-14 14:23:31.631;card;Americano;28,9
14/04/2024;2024-04-14 14:24:26.930;card;Americano;28,9
14/04/2024;2024-04-14 14:25:18.122;card;Americano;28,9
14/04/2024;2024-04-14 15:46:27.733;card;Cappuccino;38,7
14/04/2024;2024-04-14 16:59:54.823;card;Cortado;28,9
14/04/2024;2024-04-14 17:00:45.387;card;Latte;38,7
14/04/2024;2024-04-14 18:38:19.649;card;Cappuccino;38,7
15/04/2024;2024-04-15 11:45:24.619;card;Americano;28,9
15/04/2024;2024-04-15 17:01:46.359;card;Americano;28,9
15/04/2024;2024-04-15 17:02:49.748;card;Americano with Milk;33,8
15/04/2024;2024-04-15 19:33:03.036;card;Americano with Milk;33,8
15/04/2024;2024-04-15 19:41:58.112;cash;Espresso;25
16/04/2024;2024-04-16 10:43:49.907;cash;Americano with Milk;35
16/04/2024;2024-04-16 10:46:25.706;card;Americano with Milk;33,8
16/04/2024;2024-04-16 12:40:47.675;card;Cocoa;38,7
16/04/2024;2024-04-16 12:52:07.750;card;Cortado;28,9
16/04/2024;2024-04-16 15:03:16.889;card;Americano;28,9
16/04/2024;2024-04-16 17:42:04.208;card;Americano with Milk;33,8
16/04/2024;2024-04-16 17:43:22.960;card;Cappuccino;38,7
16/04/2024;2024-04-16 18:09:05.273;card;Cocoa;38,7
17/04/2024;2024-04-17 13:32:59.792;card;Americano;28,9
17/04/2024;2024-04-17 13:44:00.181;card;Espresso;24
17/04/2024;2024-04-17 16:13:24.310;cash;Cappuccino;40
17/04/2024;2024-04-17 17:01:35.149;card;Cappuccino;38,7
17/04/2024;2024-04-17 17:02:40.687;card;Cappuccino;38,7
17/04/2024;2024-04-17 18:14:03.229;card;Cortado;28,9
18/04/2024;2024-04-18 11:19:01.693;card;Americano;28,9
18/04/2024;2024-04-18 11:20:05.696;card;Americano;28,9
18/04/2024;2024-04-18 13:49:12.720;card;Americano with Milk;33,8
18/04/2024;2024-04-18 13:50:17.285;card;Cortado;28,9
18/04/2024;2024-04-18 14:34:19.818;card;Cappuccino;38,7
18/04/2024;2024-04-18 14:35:49.354;card;Latte;38,7
18/04/2024;2024-04-18 17:44:15.791;card;Latte;38,7
18/04/2024;2024-04-18 18:21:05.945;card;Cappuccino;38,7
18/04/2024;2024-04-18 19:39:51.193;card;Hot Chocolate;38,7
18/04/2024;2024-04-18 19:40:48.954;card;Hot Chocolate;38,7
19/04/2024;2024-04-19 10:10:36.254;card;Latte;38,7
19/04/2024;2024-04-19 13:11:47.848;card;Americano with Milk;33,8
19/04/2024;2024-04-19 13:13:20.876;card;Cappuccino;38,7
19/04/2024;2024-04-19 13:58:54.064;card;Hot Chocolate;38,7
19/04/2024;2024-04-19 13:59:49.690;card;Cappuccino;38,7
19/04/2024;2024-04-19 18:23:19.311;card;Cocoa;38,7
19/04/2024;2024-04-19 18:25:33.440;card;Americano with Milk;33,8
20/04/2024;2024-04-20 11:24:42.681;cash;Americano with Milk;35
20/04/2024;2024-04-20 12:08:35.701;card;Americano with Milk;33,8
20/04/2024;2024-04-20 12:09:42.664;card;Americano with Milk;33,8
20/04/2024;2024-04-20 13:08:37.378;card;Americano;28,9
20/04/2024;2024-04-20 13:09:47.905;card;Americano with Milk;33,8
20/04/2024;2024-04-20 13:10:55.151;card;Hot Chocolate;38,7
20/04/2024;2024-04-20 14:44:18.118;card;Cappuccino;38,7
20/04/2024;2024-04-20 15:11:00.330;card;Americano with Milk;33,8
20/04/2024;2024-04-20 15:22:40.717;card;Americano with Milk;32,82
20/04/2024;2024-04-20 15:49:25.148;card;Americano with Milk;32,82
20/04/2024;2024-04-20 17:07:57.969;cash;Cocoa;39
20/04/2024;2024-04-20 18:27:41.496;card;Cappuccino;37,72
20/04/2024;2024-04-20 18:28:46.900;card;Cappuccino;37,72
20/04/2024;2024-04-20 19:30:55.317;card;Latte;37,72
21/04/2024;2024-04-21 11:16:45.707;card;Latte;37,72
21/04/2024;2024-04-21 14:15:37.541;card;Americano;27,92
21/04/2024;2024-04-21 17:09:03.199;cash;Cappuccino;39
22/04/2024;2024-04-22 11:09:16.412;card;Americano;27,92
22/04/2024;2024-04-22 11:29:27.099;card;Americano with Milk;32,82
22/04/2024;2024-04-22 18:40:33.024;cash;Latte;39
22/04/2024;2024-04-22 19:39:04.759;card;Latte;37,72
22/04/2024;2024-04-22 20:02:29.165;cash;Cappuccino;39
23/04/2024;2024-04-23 14:22:35.995;card;Cappuccino;37,72
23/04/2024;2024-04-23 14:23:53.144;card;Americano with Milk;32,82
23/04/2024;2024-04-23 14:24:57.515;card;Cappuccino;37,72
23/04/2024;2024-04-23 19:42:27.765;card;Americano with Milk;32,82
23/04/2024;2024-04-23 19:43:26.234;card;Americano with Milk;32,82
24/04/2024;2024-04-24 10:19:38.346;card;Latte;37,72
24/04/2024;2024-04-24 10:21:27.287;card;Americano with Milk;32,82
24/04/2024;2024-04-24 11:23:46.102;card;Americano with Milk;32,82
24/04/2024;2024-04-24 11:33:26.347;card;Americano with Milk;32,82
24/04/2024;2024-04-24 12:39:09.298;card;Americano with Milk;32,82
24/04/2024;2024-04-24 16:39:07.423;card;Americano with Milk;32,82
24/04/2024;2024-04-24 19:39:49.983;card;Americano with Milk;32,82
24/04/2024;2024-04-24 19:40:54.031;card;Cappuccino;37,72
25/04/2024;2024-04-25 10:46:08.057;card;Americano;27,92
25/04/2024;2024-04-25 15:18:26.971;card;Latte;37,72
25/04/2024;2024-04-25 17:09:43.534;card;Americano;27,92
25/04/2024;2024-04-25 17:10:49.153;card;Americano;27,92
26/04/2024;2024-04-26 10:12:50.618;card;Latte;37,72
26/04/2024;2024-04-26 12:01:30.580;card;Latte;37,72
26/04/2024;2024-04-26 13:31:28.297;card;Cappuccino;37,72
26/04/2024;2024-04-26 15:32:35.390;card;Americano;27,92
26/04/2024;2024-04-26 15:33:33.132;card;Americano;27,92
26/04/2024;2024-04-26 16:23:26.514;card;Cortado;27,92
26/04/2024;2024-04-26 16:24:33.800;card;Americano;27,92
26/04/2024;2024-04-26 19:32:07.112;card;Hot Chocolate;37,72
26/04/2024;2024-04-26 19:33:30.220;card;Cocoa;37,72
27/04/2024;2024-04-27 15:27:00.680;card;Cappuccino;37,72
28/04/2024;2024-04-28 10:32:52.479;card;Latte;37,72
28/04/2024;2024-04-28 12:30:09.749;card;Cappuccino;37,72
28/04/2024;2024-04-28 18:27:08.230;card;Americano;27,92
28/04/2024;2024-04-28 18:28:11.411;card;Americano;27,92
28/04/2024;2024-04-28 18:29:02.374;card;Latte;37,72
29/04/2024;2024-04-29 11:26:31.871;card;Cortado;27,92
29/04/2024;2024-04-29 13:27:56.949;card;Americano;27,92
29/04/2024;2024-04-29 13:28:53.899;card;Cortado;27,92
29/04/2024;2024-04-29 13:53:35.730;card;Cortado;27,92
29/04/2024;2024-04-29 13:54:24.357;card;Americano with Milk;32,82
29/04/2024;2024-04-29 18:37:48.406;card;Cappuccino;37,72
29/04/2024;2024-04-29 19:12:33.194;card;Cappuccino;37,72
29/04/2024;2024-04-29 19:13:37.878;card;Cappuccino;37,72
30/04/2024;2024-04-30 10:16:41.493;card;Latte;37,72
30/04/2024;2024-04-30 10:34:52.250;card;Americano with Milk;32,82
30/04/2024;2024-04-30 10:35:47.617;card;Americano with Milk;32,82
30/04/2024;2024-04-30 13:41:52.325;card;Americano;27,92
30/04/2024;2024-04-30 13:42:59.977;card;Americano with Milk;32,82
30/04/2024;2024-04-30 19:19:18.139;card;Cappuccino;37,72
30/04/2024;2024-04-30 19:30:04.003;card;Americano with Milk;32,82
30/04/2024;2024-04-30 19:31:20.952;card;Latte;37,72
2/05/2024;2024-05-02 10:33:55.746;card;Americano;27,92
2/05/2024;2024-05-02 11:29:57.080;cash;Latte;39
2/05/2024;2024-05-02 13:49:39.898;card;Americano with Milk;32,82
2/05/2024;2024-05-02 18:36:22.138;card;Cappuccino;37,72
2/05/2024;2024-05-02 18:41:11.220;card;Americano with Milk;32,82
2/05/2024;2024-05-02 19:18:33.084;card;Latte;37,72
2/05/2024;2024-05-02 19:19:56.359;card;Cappuccino;37,72
3/05/2024;2024-05-03 10:11:53.399;cash;Latte;39
3/05/2024;2024-05-03 14:30:00.923;card;Latte;37,72
3/05/2024;2024-05-03 17:03:24.905;card;Latte;37,72
6/05/2024;2024-05-06 10:05:17.920;card;Americano;27,92
6/05/2024;2024-05-06 10:06:51.625;card;Cappuccino;37,72
6/05/2024;2024-05-06 10:08:05.863;card;Americano with Milk;32,82
